user,content,helpful_count,timestamp,recommendation
76561198038603402,"I have been a die hard fan of Overwatch since release, I'm a collector of all things overwatch, avid reader of lore and just love all the characters in this game. But if you are a new player and are thinking of getting into this game...I would suggest you look elsewhere, the game doesn't allow for you to have any fun, it is constantly in competitive mode even in quick play. You aren't even allowed to leave casual quickplay games without the game putting you into a temporary ban. When the stars align and everything goes right,this game feels euphoric and addicting, but that is few an far between and the times in between make you feel so low you just don't know what to do with yourself.

TL:DR 
If you want to feel like an addict, trying to get that next high, with awful times in between, Overwatch might just be your game.",0,2024-12-25 17:40:22,False
76561198298139627,"OverWatch 1 was fun, Greed ruins everything",0,2024-12-11 00:46:47,False
76561198272300406,"Every patch is terrible, why is Doom getting nerfed again while Orisa is getting yet again another set of micro buffs? and why is Bap getting buffs and Widow not getting a single change?",1,2024-12-10 20:09:12,False
76561199273318711,This game is like getting Ebola.,1,2024-12-05 22:40:50,True
76561199041079151,ok game but mommy widow/Keri/mercy,1,2024-12-02 15:29:34,True
76561199131757145,"A thousand promises, none of witch were delivered on",2,2024-11-24 06:52:06,False
76561199033054895,egg,0,2024-11-07 18:24:56,True
76561198167555272,blizzard ruined it the second they chose to chose money over their playerbase,2,2024-10-22 22:17:45,False
76561198947490242,"They took offline a cool hero shooter (Overwatch 1) to force people to play this F2P version of it that does not deserve the 2 in its name. If anything, it is Overwatch 0.5.
The promised story mode was lackluster and nothing like any story of a story game.
Also: being required to pay €10 for changing your nickname a second time. Peak capitalism.
While the game is F2P which enables tons of hackers to flush the game, you are still enabled to buy a skin pack containing four skins, one banner, and five player icons for €56 or a single weapon skin for €40

Stay clear from this scummy, greedy company & game.",3,2024-10-14 20:43:32,False
76561199708525139,funnie Sloan digging a hole,0,2024-10-08 18:31:42,True
76561199206349535,chatão vei,0,2024-10-06 20:55:56,False
76561198308278770,shit game but easy to stream,1,2024-09-29 12:27:49,False
76561199094294669,mboga~,0,2024-09-24 23:33:10,True
76561199434105669,one of the best hero pve,0,2024-09-13 13:31:51,True
76561199122383938,"this game is the perfect kind of ass, it keeps me wanting more without making me pop a blood vessel, very fun with friends",0,2024-09-02 03:08:49,True
76561199203123599,I hate it.,0,2024-08-25 19:42:56,False
76561198391223642,"
[h1] i like hit with hammer n flail [/h1]


definitely a game i play
totally not a toxic relationship
uh.. some of the characters make brain go woooooooooooo
",0,2024-08-22 02:39:31,True
76561198259332026,Good game,0,2024-08-19 09:27:30,True
76561199227172103,what da hellllll oh my gawddd no wayayay,2,2024-08-17 07:14:56,False
76561198400437026,Its a solid game; no where near as bad as people say it is.,3,2024-08-14 19:04:17,True
76561198167963749,this game is so shit they don't give a shit about the player base or any input we have and it has been such an awful experience they wont fix any characters they keep fucking buffing them it makes me want to kill myself this game is my 13th reason,0,2024-08-14 06:20:49,False
76561199092294710,so silly,0,2024-07-25 10:40:25,True
76561199127302892,still worse then overwatch 2,0,2024-07-16 19:25:42,False
76561198097699264,"If you have a problem with anything in this game, for the love of god DO NOT tell the developers. EVERY UPDATE is somehow the exact opposite of what anyone wants, so they'll come out with some ""community update"" where they pretend to listen and even fake an idea or two just to MAKE IT WORSE!",1,2024-07-10 06:44:58,False
76561198799557197,sexy,0,2024-06-15 03:23:48,True
76561199593467119,"it has missions and the competitive rank system and it has the perfect amount of challenge
",1,2024-06-12 19:14:30,True
76561197986678740,There are nothing but cheaters in almost every game.,0,2024-06-06 21:48:57,False
76561198258990630,i miss og overwatch :(,20,2024-06-05 05:16:38,False
